index,snippet,found,count,matches_idx
4642,,False,0,
4645,,False,0,
4653,,False,0,
4654,,False,0,
4669,,False,0,
4735,,False,0,
4736,,False,0,
4754,,False,0,
4765,,False,0,
4772,,False,0,
4790,,False,0,
4806,,False,0,
4821,,False,0,
4828,,False,0,
4847,,False,0,
4870,,False,0,
4871,,False,0,
4908,,False,0,
4909,,False,0,
4922,,False,0,
4926,,False,0,
4940,,False,0,
4941,,False,0,
4952,,False,0,
4953,,False,0,
4968,,False,0,
4975,,False,0,
4982,,False,0,
4983,,False,0,
4991,,False,0,
5027,,False,0,
5028,,False,0,
5048,,False,0,
5049,,False,0,
5074,,False,0,
5075,,False,0,
5107,,False,0,
5124,,False,0,
5127,,False,0,
5139,,False,0,
5140,,False,0,
5141,,False,0,
5160,,False,0,
5161,,False,0,
5162,,False,0,
5196,,False,0,
5197,,False,0,
5213,,False,0,
5214,,False,0,
5216,,False,0,
5348,,False,0,
5349,,False,0,
5400,,False,0,
5526,,False,0,
5548,,False,0,
5549,,False,0,
5554,,False,0,
5555,,False,0,
5568,,False,0,
5602,,False,0,
5609,,False,0,
5625,,False,0,
5630,,False,0,
5649,,False,0,
5693,,False,0,
5694,,False,0,
5703,,False,0,
5716,,False,0,
5733,,False,0,
5735,,False,0,
5736,,False,0,
5738,,False,0,
5818,,False,0,
5819,,False,0,
5834,,False,0,
5837,,False,0,
5840,,False,0,
5845,,False,0,
5850,,False,0,
5855,,False,0,
5860,,False,0,
5863,,False,0,
5868,,False,0,
5871,,False,0,
5874,,False,0,
5883,,False,0,
5899,,False,0,
5910,,False,0,
5913,,False,0,
5916,,False,0,
5921,,False,0,
5924,,False,0,
5927,,False,0,
5943,,False,0,
5948,,False,0,
5949,,False,0,
5958,,False,0,
5968,,False,0,
5984,,False,0,
5991,,False,0,
5998,,False,0,
6005,,False,0,
6010,,False,0,
6013,,False,0,
6016,,False,0,
6023,,False,0,
6030,,False,0,
6040,,False,0,
6048,,False,0,
6062,,False,0,
6066,,False,0,
6067,,False,0,
6069,,False,0,
6322,,False,0,
6403,,False,0,
6422,,False,0,
6490,,False,0,
6501,,False,0,
6526,,False,0,
6527,,False,0,
6534,,False,0,
6541,,False,0,
6548,,False,0,
6551,,False,0,
6560,,False,0,
6565,,False,0,
6573,,False,0,
6576,,False,0,
6585,,False,0,
6588,,False,0,
6597,,False,0,
6599,,False,0,
6600,,False,0,
6607,,False,0,
6608,,False,0,
6615,,False,0,
6622,,False,0,
6629,,False,0,
6630,,False,0,
6633,,False,0,
6635,,False,0,
6636,,False,0,
6638,,False,0,
6829,,False,0,
7054,,False,0,
7055,,False,0,
7057,,False,0,
7220,,False,0,
7221,,False,0,
7242,,False,0,
7302,,False,0,
7303,,False,0,
7304,,False,0,
7401,,False,0,
7402,,False,0,
7554,,False,0,
7555,,False,0,
7574,,False,0,
7575,,False,0,
7577,,False,0,
7870,,False,0,
8063,,False,0,
8102,,False,0,
8108,,False,0,
8130,,False,0,
8146,,False,0,
8158,,False,0,
8159,,False,0,
8160,,False,0,
8163,,False,0,
8166,,False,0,
8167,,False,0,
8169,,False,0,
8199,,False,0,
8210,,False,0,
8222,,False,0,
8239,,False,0,
8273,,False,0,
8324,,False,0,
8343,,False,0,
8381,,False,0,
8458,,False,0,
8589,,False,0,
8590,,False,0,
8592,,False,0,
8593,,False,0,
8594,,False,0,
8650,,False,0,
8651,,False,0,
8660,,False,0,
8662,,False,0,
8750,,False,0,
8808,,False,0,
8812,,False,0,
8822,,False,0,
8829,,False,0,
8858,,False,0,
8865,,False,0,
8866,,False,0,
8869,,False,0,
8870,,False,0,
8872,,False,0,
8881,,False,0,
8884,,False,0,
8900,,False,0,
8917,,False,0,
8930,,False,0,
8933,,False,0,
8963,,False,0,
8964,,False,0,
8982,,False,0,
8983,,False,0,
9025,,False,0,
9026,,False,0,
9084,,False,0,
9085,,False,0,
9086,,False,0,
9106,,False,0,
9165,,False,0,
9167,,False,0,
9168,,False,0,
9177,,False,0,
9224,,False,0,
9225,,False,0,
9227,,False,0,
9229,,False,0,
9269,,False,0,
9270,,False,0,
9289,,False,0,
9306,,False,0,
9413,,False,0,
9414,,False,0,
9480,,False,0,
9482,,False,0,
9483,,False,0,
9486,,False,0,
9487,,False,0,
9489,,False,0,
9499,,False,0,
9508,,False,0,
9696,,False,0,
9701,,False,0,
9702,,False,0,
9703,,False,0,
9709,,False,0,
9829,,False,0,
9831,,False,0,
9832,,False,0,
9833,,False,0,
9919,,False,0,
9921,,False,0,
9922,,False,0,
9924,,False,0,
9925,,False,0,
9951,,False,0,
9952,,False,0,
10018,,False,0,
10069,,False,0,
10089,,False,0,
10118,,False,0,
10128,,False,0,
10180,,False,0,
10196,,False,0,
10292,,False,0,
10293,,False,0,
10296,,False,0,
10297,,False,0,
10299,,False,0,
10320,,False,0,
10321,,False,0,
10330,,False,0,
10346,,False,0,
10353,,False,0,
10354,,False,0,
10369,,False,0,
10370,,False,0,
10406,,False,0,
10407,,False,0,
10534,,False,0,
10535,,False,0,
10536,,False,0,
10543,,False,0,
10546,,False,0,
10552,,False,0,
10557,,False,0,
10558,,False,0,
10565,,False,0,
10619,,False,0,
10674,,False,0,
10679,,False,0,
10683,,False,0,
10701,,False,0,
10708,,False,0,
10718,,False,0,
10721,,False,0,
10724,,False,0,
10725,,False,0,
10738,,False,0,
10757,,False,0,
10766,,False,0,
10777,,False,0,
10788,,False,0,
10789,,False,0,
10814,,False,0,
10860,,False,0,
10864,,False,0,
10865,,False,0,
10876,,False,0,
10877,,False,0,
10879,,False,0,
10890,,False,0,
10897,,False,0,
10904,,False,0,
10927,,False,0,
10942,,False,0,
10947,,False,0,
10950,,False,0,
10963,,False,0,
10982,,False,0,
11019,,False,0,
11081,,False,0,
11114,,False,0,
11115,,False,0,
11122,,False,0,
11131,,False,0,
11150,,False,0,
11160,,False,0,
11165,,False,0,
11168,,False,0,
11171,,False,0,
11172,,False,0,
11175,,False,0,
11176,,False,0,
11179,,False,0,
11182,,False,0,
11185,,False,0,
11186,,False,0,
11188,,False,0,
11220,,False,0,
11221,,False,0,
11253,,False,0,
11258,,False,0,
11266,,False,0,
11321,,False,0,
11322,,False,0,
11332,,False,0,
11333,,False,0,
11344,,False,0,
11345,,False,0,
11355,,False,0,
11389,,False,0,
11401,,False,0,
11402,,False,0,
11450,,False,0,
11451,,False,0,
11464,,False,0,
11486,,False,0,
11513,,False,0,
11550,,False,0,
11553,,False,0,
11571,,False,0,
11574,,False,0,
11575,,False,0,
11577,,False,0,
11813,,False,0,
11815,,False,0,
11817,,False,0,
11818,,False,0,
11819,,False,0,
11826,,False,0,
11829,,False,0,
11843,,False,0,
11850,,False,0,
11863,,False,0,
11875,,False,0,
11878,,False,0,
11905,,False,0,
11906,,False,0,
11944,,False,0,
11959,,False,0,
11960,,False,0,
11961,,False,0,
11962,,False,0,
11965,,False,0,
11966,,False,0,
11969,,False,0,
11972,,False,0,
11977,,False,0,
11986,,False,0,
12005,,False,0,
12006,,False,0,
12022,,False,0,
12051,,False,0,
12138,,False,0,
12139,,False,0,
12142,,False,0,
12157,,False,0,
12166,,False,0,
12167,,False,0,
12170,,False,0,
12186,,False,0,
12203,,False,0,
12225,,False,0,
12226,,False,0,
12271,,False,0,
12283,,False,0,
12284,,False,0,
12293,,False,0,
12296,,False,0,
12304,,False,0,
12313,,False,0,
12314,,False,0,
12326,,False,0,
12335,,False,0,
12338,,False,0,
12339,,False,0,
12341,,False,0,
12360,,False,0,
12361,,False,0,
12368,,False,0,
12378,,False,0,
12385,,False,0,
12394,,False,0,
12399,,False,0,
12404,,False,0,
12407,,False,0,
12410,,False,0,
12413,,False,0,
12418,,False,0,
12423,,False,0,
12424,,False,0,
12427,,False,0,
12442,,False,0,
12449,,False,0,
12505,,False,0,
12516,,False,0,
12529,,False,0,
12549,,False,0,
12556,,False,0,
12559,,False,0,
12576,,False,0,
12577,,False,0,
12586,,False,0,
12589,,False,0,
12595,,False,0,
12602,,False,0,
12605,,False,0,
12606,,False,0,
12629,,False,0,
12636,,False,0,
12641,,False,0,
12646,,False,0,
12649,,False,0,
12650,,False,0,
12653,,False,0,
12683,,False,0,
12742,,False,0,
12743,,False,0,
12765,,False,0,
12766,,False,0,
12768,,False,0,
12796,,False,0,
12801,,False,0,
12846,,False,0,
12880,,False,0,
12888,,False,0,
12889,,False,0,
12893,,False,0,
12896,,False,0,
12899,,False,0,
12900,,False,0,
12903,,False,0,
12904,,False,0,
12905,,False,0,
12933,,False,0,
12955,,False,0,
12956,,False,0,
12962,,False,0,
12986,,False,0,
13029,,False,0,
13032,,False,0,
13033,,False,0,
13035,,False,0,
13178,,False,0,
13180,,False,0,
13181,,False,0,
13182,,False,0,
13187,,False,0,
13189,,False,0,
13199,,False,0,
13217,,False,0,
13218,,False,0,
13220,,False,0,
13221,,False,0,
13245,,False,0,
13246,,False,0,
13249,,False,0,
13266,,False,0,
13318,,False,0,
13319,,False,0,
13321,,False,0,
13322,,False,0,
13347,,False,0,
13348,,False,0,
13349,,False,0,
13359,,False,0,
13364,,False,0,
13373,,False,0,
13380,,False,0,
13389,,False,0,
13399,,False,0,
13412,,False,0,
13415,,False,0,
13422,,False,0,
13425,,False,0,
13432,,False,0,
13457,,False,0,
13458,,False,0,
13466,,False,0,
13483,,False,0,
13495,,False,0,
13509,,False,0,
13522,,False,0,
13533,,False,0,
13541,,False,0,
13548,,False,0,
13555,,False,0,
13572,,False,0,
13581,,False,0,
13601,,False,0,
13612,,False,0,
13623,,False,0,
13627,,False,0,
13635,,False,0,
13638,,False,0,
13642,,False,0,
13645,,False,0,
13676,,False,0,
13677,,False,0,
13679,,False,0,
13680,,False,0,
13682,,False,0,
13695,,False,0,
13704,,False,0,
13728,,False,0,
13738,,False,0,
13756,,False,0,
14334,,False,0,
14335,,False,0,
14363,,False,0,
14364,,False,0,
14407,,False,0,
14422,,False,0,
14445,,False,0,
14463,,False,0,
14482,,False,0,
14485,,False,0,
14491,,False,0,
14494,,False,0,
14507,,False,0,
14510,,False,0,
14523,,False,0,
14526,,False,0,
14529,,False,0,
14532,,False,0,
14541,,False,0,
14544,,False,0,
14547,,False,0,
14552,,False,0,
14555,,False,0,
14558,,False,0,
14579,,False,0,
14580,,False,0,
14581,,False,0,
14673,,False,0,
14730,,False,0,
14731,,False,0,
14734,,False,0,
14735,,False,0,
14737,,False,0,
14760,,False,0,
14763,,False,0,
14766,,False,0,
14769,,False,0,
14772,,False,0,
14775,,False,0,
14787,,False,0,
14790,,False,0,
14812,,False,0,
14819,,False,0,
14821,,False,0,
14822,,False,0,
14830,,False,0,
14839,,False,0,
14844,,False,0,
14862,,False,0,
14865,,False,0,
14868,,False,0,
14869,,False,0,
14872,,False,0,
14881,,False,0,
14882,,False,0,
14887,,False,0,
14894,,False,0,
14942,,False,0,
14943,,False,0,
14946,,False,0,
14949,,False,0,
14958,,False,0,
14961,,False,0,
14965,,False,0,
14994,,False,0,
14995,,False,0,
14996,,False,0,
14999,,False,0,
15043,,False,0,
15052,,False,0,
15055,,False,0,
15062,,False,0,
15072,,False,0,
15081,,False,0,
15082,,False,0,
15083,,False,0,
15095,,False,0,
15101,,False,0,
15111,,False,0,
15122,,False,0,
15134,,False,0,
15135,,False,0,
15138,,False,0,
15141,,False,0,
15148,,False,0,
15152,,False,0,
15192,,False,0,
15193,,False,0,
15237,,False,0,
15238,,False,0,
15245,,False,0,
15246,,False,0,
15293,,False,0,
15294,,False,0,
15321,,False,0,
15322,,False,0,
15349,,False,0,
15350,,False,0,
15385,,False,0,
15386,,False,0,
15413,,False,0,
15414,,False,0,
15437,,False,0,
15438,,False,0,
15441,,False,0,
15448,,False,0,
15449,,False,0,
15453,,False,0,
15456,,False,0,
15457,,False,0,
15471,,False,0,
15472,,False,0,
15475,,False,0,
15476,,False,0,
15477,,False,0,
15511,,False,0,
15516,,False,0,
15524,,False,0,
15525,,False,0,
15547,,False,0,
15548,,False,0,
15551,,False,0,
15554,,False,0,
15555,,False,0,
15564,,False,0,
15571,,False,0,
15573,,False,0,
15579,,False,0,
15580,,False,0,
15583,,False,0,
15586,,False,0,
15587,,False,0,
15590,,False,0,
15600,,False,0,
15603,,False,0,
15606,,False,0,
15608,,False,0,
15609,,False,0,
15614,,False,0,
15617,,False,0,
15624,,False,0,
15633,,False,0,
15634,,False,0,
15637,,False,0,
15640,,False,0,
15643,,False,0,
15646,,False,0,
15649,,False,0,
15652,,False,0,
15653,,False,0,
15656,,False,0,
15659,,False,0,
15662,,False,0,
15663,,False,0,
15668,,False,0,
15671,,False,0,
15674,,False,0,
15675,,False,0,
15698,,False,0,
15713,,False,0,
15729,,False,0,
15799,,False,0,
15800,,False,0,
15809,,False,0,
15818,,False,0,
15821,,False,0,
15825,,False,0,
15835,,False,0,
15838,,False,0,
15845,,False,0,
15848,,False,0,
15861,,False,0,
15864,,False,0,
15867,,False,0,
15872,,False,0,
15913,,False,0,
15914,,False,0,
15916,,False,0,
15917,,False,0,
15922,,False,0,
15923,,False,0,
15925,,False,0,
15989,,False,0,
15990,,False,0,
16135,,False,0,
16136,,False,0,
16138,,False,0,
16139,,False,0,
16141,,False,0,
16330,,False,0,
16333,,False,0,
16334,,False,0,
16335,,False,0,
16394,,False,0,
16397,,False,0,
16399,,False,0,
16435,,False,0,
16438,,False,0,
16440,,False,0,
16441,,False,0,
16443,,False,0,
16598,,False,0,
16605,,False,0,
16608,,False,0,
16684,,False,0,
16685,,False,0,
16687,,False,0,
16883,,False,0,
16956,,False,0,
16959,,False,0,
17033,,False,0,
17034,,False,0,
17036,,False,0,
17212,,False,0,
17231,,False,0,
17232,,False,0,
17273,,False,0,
17274,,False,0,
17275,,False,0,
17276,,False,0,
17280,,False,0,
17313,,False,0,
17334,,False,0,
17335,,False,0,
17337,,False,0,
17338,,False,0,
17351,,False,0,
17375,,False,0,
17386,,False,0,
17387,,False,0,
17405,,False,0,
17406,,False,0,
17463,,False,0,
17464,,False,0,
17466,,False,0,
17467,,False,0,
17469,,False,0,
17470,,False,0,
17471,,False,0,
17472,,False,0,
17474,,False,0,
17516,,False,0,
17518,,False,0,
17643,,False,0,
17650,,False,0,
17657,,False,0,
17660,,False,0,
17663,,False,0,
17673,,False,0,
17680,,False,0,
17693,,False,0,
17696,,False,0,
17701,,False,0,
17704,,False,0,
17705,,False,0,
17708,,False,0,
17715,,False,0,
17724,,False,0,
17733,,False,0,
17736,,False,0,
17737,,False,0,
17740,,False,0,
17743,,False,0,
17744,,False,0,
17746,,False,0,
17757,,False,0,
17783,,False,0,
17784,,False,0,
17787,,False,0,
17792,,False,0,
17793,,False,0,
17800,,False,0,
17801,,False,0,
17802,,False,0,
17805,,False,0,
17806,,False,0,
17809,,False,0,
17812,,False,0,
17813,,False,0,
17816,,False,0,
17817,,False,0,
17820,,False,0,
17821,,False,0,
17856,,False,0,
17857,,False,0,
17859,,False,0,
17860,,False,0,
17862,,False,0,
18166,,False,0,
18266,,False,0,
18360,,False,0,
18444,,False,0,
18445,,False,0,
18450,,False,0,
18458,,False,0,
18463,,False,0,
18478,,False,0,
18485,,False,0,
18490,,False,0,
18493,,False,0,
18496,,False,0,
18499,,False,0,
18572,,False,0,
18574,,False,0,
18578,,False,0,
18579,,False,0,
18581,,False,0,
18631,,False,0,
18632,,False,0,
18718,,False,0,
18883,,False,0,
18884,,False,0,
18886,,False,0,
18932,,False,0,
18933,,False,0,
18962,,False,0,
18963,,False,0,
18964,,False,0,
19085,,False,0,
19086,,False,0,
19101,,False,0,
19116,,False,0,
19123,,False,0,
19137,,False,0,
19143,,False,0,
19150,,False,0,
19155,,False,0,
19160,,False,0,
19204,,False,0,
19205,,False,0,
19206,,False,0,
19228,,False,0,
19239,,False,0,
19244,,False,0,
19249,,False,0,
19271,,False,0,
19272,,False,0,
19279,,False,0,
19298,,False,0,
19304,,False,0,
19313,,False,0,
19326,,False,0,
19327,,False,0,
19335,,False,0,
19338,,False,0,
19339,,False,0,
19341,,False,0,
19487,,False,0,
19574,,False,0,
19588,,False,0,
19591,,False,0,
19594,,False,0,
19597,,False,0,
19606,,False,0,
19607,,False,0,
19614,,False,0,
19700,,False,0,
19718,,False,0,
19727,,False,0,
19735,,False,0,
19742,,False,0,
19758,,False,0,
19792,,False,0,
19793,,False,0,
19855,,False,0,
19903,,False,0,
19904,,False,0,
19905,,False,0,
19940,,False,0,
19949,,False,0,
19956,,False,0,
19971,,False,0,
19984,,False,0,
19991,,False,0,
20035,,False,0,
20053,,False,0,
20060,,False,0,
20063,,False,0,
20072,,False,0,
20091,,False,0,
20092,,False,0,
20117,,False,0,
20118,,False,0,
20136,,False,0,
20153,,False,0,
20154,,False,0,
20165,,False,0,
20182,,False,0,
20183,,False,0,
20185,,False,0,
20251,,False,0,
20302,,False,0,
20309,,False,0,
20316,,False,0,
20319,,False,0,
20322,,False,0,
20325,,False,0,
20330,,False,0,
20361,,False,0,
20394,,False,0,
20414,,False,0,
20428,,False,0,
20462,,False,0,
20486,,False,0,
20506,,False,0,
20565,,False,0,
20567,,False,0,
20572,,False,0,
20577,,False,0,
20582,,False,0,
20587,,False,0,
20592,,False,0,
20600,,False,0,
20603,,False,0,
20608,,False,0,
20615,,False,0,
20618,,False,0,
20623,,False,0,
20644,,False,0,
20649,,False,0,
20658,,False,0,
20663,,False,0,
20666,,False,0,
20672,,False,0,
20681,,False,0,
20687,,False,0,
20707,,False,0,
20712,,False,0,
20746,,False,0,
20754,,False,0,
20757,,False,0,
20776,,False,0,
20779,,False,0,
20782,,False,0,
20785,,False,0,
20790,,False,0,
20793,,False,0,
20798,,False,0,
20803,,False,0,
20808,,False,0,
20811,,False,0,
20814,,False,0,
20828,,False,0,
20831,,False,0,
20837,,False,0,
20840,,False,0,
20858,,False,0,
20863,,False,0,
20887,,False,0,
20890,,False,0,
20891,,False,0,
20893,,False,0,
20986,,False,0,
21032,,False,0,
21033,,False,0,
21034,,False,0,
21047,,False,0,
21056,,False,0,
21065,,False,0,
21075,,False,0,
21080,,False,0,
21093,,False,0,
21102,,False,0,
21105,,False,0,
21112,,False,0,
21121,,False,0,
21128,,False,0,
21137,,False,0,
21155,,False,0,
21165,,False,0,
21189,,False,0,
21190,,False,0,
21192,,False,0,
21199,,False,0,
21210,,False,0,
21213,,False,0,
21220,,False,0,
21223,,False,0,
21226,,False,0,
21229,,False,0,
21232,,False,0,
21243,,False,0,
21249,,False,0,
21250,,False,0,
21275,,False,0,
21280,,False,0,
21285,,False,0,
21292,,False,0,
21318,,False,0,
21321,,False,0,
21329,,False,0,
21354,,False,0,
21382,,False,0,
21399,,False,0,
21407,,False,0,
21410,,False,0,
21411,,False,0,
21418,,False,0,
21456,,False,0,
21457,,False,0,
21459,,False,0,
21460,,False,0,
21468,,False,0,
21484,,False,0,
21487,,False,0,
21495,,False,0,
21496,,False,0,
21505,,False,0,
21508,,False,0,
21511,,False,0,
21512,,False,0,
21529,,False,0,
21532,,False,0,
21555,,False,0,
21557,,False,0,
21563,,False,0,
21582,,False,0,
21591,,False,0,
21598,,False,0,
21609,,False,0,
21620,,False,0,
21629,,False,0,
21636,,False,0,
21639,,False,0,
21640,,False,0,
21642,,False,0,
21653,,False,0,
21665,,False,0,
21675,,False,0,
21683,,False,0,
21694,,False,0,
21714,,False,0,
21717,,False,0,
21738,,False,0,
21748,,False,0,
21755,,False,0,
21762,,False,0,
21781,,False,0,
21805,,False,0,
21843,,False,0,
21878,,False,0,
21904,,False,0,
21922,,False,0,
21935,,False,0,
21940,,False,0,
21953,,False,0,
21967,,False,0,
21968,,False,0,
21993,,False,0,
21994,,False,0,
21997,,False,0,
22000,,False,0,
22014,,False,0,
22021,,False,0,
22030,,False,0,
22033,,False,0,
22035,,False,0,
22037,,False,0,
22040,,False,0,
22057,,False,0,
22067,,False,0,
22081,,False,0,
22107,,False,0,
22110,,False,0,
22122,,False,0,
22130,,False,0,
22133,,False,0,
22134,,False,0,
22176,,False,0,
22178,,False,0,
22179,,False,0,
22226,,False,0,
22231,,False,0,
22238,,False,0,
22261,,False,0,
22262,,False,0,
22265,,False,0,
22266,,False,0,
22268,,False,0,
22324,,False,0,
22331,,False,0,
22346,,False,0,
22348,,False,0,
22359,,False,0,
22404,,False,0,
22418,,False,0,
22427,,False,0,
22432,,False,0,
22433,,False,0,
22434,,False,0,
22476,,False,0,
22490,,False,0,
22491,,False,0,
22493,,False,0,
22511,,False,0,
22523,,False,0,
22539,,False,0,
22640,,False,0,
22641,,False,0,
22740,,False,0,
22745,,False,0,
22748,,False,0,
22799,,False,0,
22826,,False,0,
22875,,False,0,
22878,,False,0,
22879,,False,0,
22881,,False,0,
22894,,False,0,
22911,,False,0,
22929,,False,0,
22932,,False,0,
22941,,False,0,
22953,,False,0,
22962,,False,0,
22973,,False,0,
22991,,False,0,
23002,,False,0,
23027,,False,0,
23042,,False,0,
23053,,False,0,
23060,,False,0,
23067,,False,0,
23070,,False,0,
23089,,False,0,
23122,,False,0,
23131,,False,0,
23140,,False,0,
23141,,False,0,
23142,,False,0,
23151,,False,0,
23168,,False,0,
23177,,False,0,
23178,,False,0,
23193,,False,0,
23213,,False,0,
23224,,False,0,
23229,,False,0,
23230,,False,0,
23260,,False,0,
23273,,False,0,
23308,,False,0,
23309,,False,0,
23353,,False,0,
23354,,False,0,
23368,,False,0,
23369,,False,0,
23395,,False,0,
23396,,False,0,
23397,,False,0,
23468,,False,0,
23499,,False,0,
23501,,False,0,
23506,,False,0,
23511,,False,0,
23514,,False,0,
23519,,False,0,
23522,,False,0,
23525,,False,0,
23532,,False,0,
23550,,False,0,
23559,,False,0,
23560,,False,0,
23565,,False,0,
23570,,False,0,
23571,,False,0,
23574,,False,0,
23575,,False,0,
23580,,False,0,
23590,,False,0,
23604,,False,0,
23615,,False,0,
23620,,False,0,
23625,,False,0,
23635,,False,0,
23640,,False,0,
23651,,False,0,
23652,,False,0,
23665,,False,0,
23677,,False,0,
23686,,False,0,
23709,,False,0,
23717,,False,0,
23726,,False,0,
23734,,False,0,
23753,,False,0,
